organization_id,source_system,source_record_id,ticket_id,customer_id,created_at,priority,category,status,first_response_minutes,resolution_minutes,satisfaction_score,source_updated_at,ingested_at,normalized_at
org_northstar_001,zendesk,zd_ticket_1335,tkt_001335,cus_00046,2026-01-02T19:10:00Z,low,Performance,closed,19,286,4.2,2026-01-02T19:10:00Z,2026-01-02T19:10:00Z,2026-01-02T19:10:00Z
org_northstar_001,zendesk,zd_ticket_1336,tkt_001336,cus_00241,2026-01-02T14:10:00Z,normal,Integration,solved,19,346,5,2026-01-02T14:10:00Z,2026-01-02T14:10:00Z,2026-01-02T14:10:00Z
org_northstar_001,zendesk,zd_ticket_1337,tkt_001337,cus_00165,2026-01-02T11:28:00Z,normal,How-to,open,32,558,4.8,2026-01-02T11:28:00Z,2026-01-02T11:28:00Z,2026-01-02T11:28:00Z
org_northstar_001,zendesk,zd_ticket_1338,tkt_001338,cus_00344,2026-01-02T16:50:00Z,normal,Login,solved,14,155,3.8,2026-01-02T16:50:00Z,2026-01-02T16:50:00Z,2026-01-02T16:50:00Z
org_northstar_001,zendesk,zd_ticket_1339,tkt_001339,cus_00283,2026-01-02T14:19:00Z,high,Bug,solved,48,486,4.8,2026-01-02T14:19:00Z,2026-01-02T14:19:00Z,2026-01-02T14:19:00Z
org_northstar_001,zendesk,zd_ticket_1340,tkt_001340,cus_00193,2026-01-03T13:57:00Z,low,Integration,pending,26,547,3.7,2026-01-03T13:57:00Z,2026-01-03T13:57:00Z,2026-01-03T13:57:00Z
org_northstar_001,zendesk,zd_ticket_1341,tkt_001341,cus_00459,2026-01-03T12:26:00Z,normal,Bug,closed,28,212,4.4,2026-01-03T12:26:00Z,2026-01-03T12:26:00Z,2026-01-03T12:26:00Z
org_northstar_001,zendesk,zd_ticket_1342,tkt_001342,cus_00137,2026-01-03T16:37:00Z,normal,Login,closed,9,408,4.1,2026-01-03T16:37:00Z,2026-01-03T16:37:00Z,2026-01-03T16:37:00Z
org_northstar_001,zendesk,zd_ticket_1343,tkt_001343,cus_00422,2026-01-04T18:42:00Z,normal,Integration,closed,13,61,3.4,2026-01-04T18:42:00Z,2026-01-04T18:42:00Z,2026-01-04T18:42:00Z
org_northstar_001,zendesk,zd_ticket_1344,tkt_001344,cus_00262,2026-01-05T14:49:00Z,normal,Integration,closed,29,238,4.6,2026-01-05T14:49:00Z,2026-01-05T14:49:00Z,2026-01-05T14:49:00Z
org_northstar_001,zendesk,zd_ticket_1345,tkt_001345,cus_00085,2026-01-05T13:11:00Z,high,Billing,closed,35,170,4.8,2026-01-05T13:11:00Z,2026-01-05T13:11:00Z,2026-01-05T13:11:00Z
org_northstar_001,zendesk,zd_ticket_1346,tkt_001346,cus_00037,2026-01-05T15:03:00Z,normal,Integration,closed,24,76,5,2026-01-05T15:03:00Z,2026-01-05T15:03:00Z,2026-01-05T15:03:00Z
org_northstar_001,zendesk,zd_ticket_1347,tkt_001347,cus_00398,2026-01-05T14:17:00Z,normal,Bug,closed,24,539,4.1,2026-01-05T14:17:00Z,2026-01-05T14:17:00Z,2026-01-05T14:17:00Z
org_northstar_001,zendesk,zd_ticket_1348,tkt_001348,cus_00055,2026-01-05T16:06:00Z,low,Login,open,39,282,4.4,2026-01-05T16:06:00Z,2026-01-05T16:06:00Z,2026-01-05T16:06:00Z
org_northstar_001,zendesk,zd_ticket_1349,tkt_001349,cus_00378,2026-01-06T17:22:00Z,normal,Login,open,22,266,4.4,2026-01-06T17:22:00Z,2026-01-06T17:22:00Z,2026-01-06T17:22:00Z
org_northstar_001,zendesk,zd_ticket_1350,tkt_001350,cus_00166,2026-01-06T12:16:00Z,high,Billing,solved,26,949,4.7,2026-01-06T12:16:00Z,2026-01-06T12:16:00Z,2026-01-06T12:16:00Z
org_northstar_001,zendesk,zd_ticket_1351,tkt_001351,cus_00249,2026-01-06T09:56:00Z,normal,Billing,solved,31,353,4.8,2026-01-06T09:56:00Z,2026-01-06T09:56:00Z,2026-01-06T09:56:00Z
org_northstar_001,zendesk,zd_ticket_1352,tkt_001352,cus_00140,2026-01-06T16:17:00Z,normal,Performance,closed,22,441,5,2026-01-06T16:17:00Z,2026-01-06T16:17:00Z,2026-01-06T16:17:00Z
org_northstar_001,zendesk,zd_ticket_1353,tkt_001353,cus_00214,2026-01-07T12:56:00Z,low,Integration,pending,10,223,4.1,2026-01-07T12:56:00Z,2026-01-07T12:56:00Z,2026-01-07T12:56:00Z
org_northstar_001,zendesk,zd_ticket_1354,tkt_001354,cus_00059,2026-01-07T18:33:00Z,low,Integration,solved,14,226,3.8,2026-01-07T18:33:00Z,2026-01-07T18:33:00Z,2026-01-07T18:33:00Z
org_northstar_001,zendesk,zd_ticket_1355,tkt_001355,cus_00018,2026-01-07T19:11:00Z,normal,How-to,solved,13,180,4.1,2026-01-07T19:11:00Z,2026-01-07T19:11:00Z,2026-01-07T19:11:00Z
org_northstar_001,zendesk,zd_ticket_1356,tkt_001356,cus_00343,2026-01-07T11:48:00Z,normal,Billing,solved,26,801,4.1,2026-01-07T11:48:00Z,2026-01-07T11:48:00Z,2026-01-07T11:48:00Z
org_northstar_001,zendesk,zd_ticket_1357,tkt_001357,cus_00017,2026-01-07T10:19:00Z,normal,How-to,solved,13,440,4.8,2026-01-07T10:19:00Z,2026-01-07T10:19:00Z,2026-01-07T10:19:00Z
org_northstar_001,zendesk,zd_ticket_1358,tkt_001358,cus_00037,2026-01-08T18:35:00Z,low,Performance,closed,43,191,4.8,2026-01-08T18:35:00Z,2026-01-08T18:35:00Z,2026-01-08T18:35:00Z
org_northstar_001,zendesk,zd_ticket_1359,tkt_001359,cus_00067,2026-01-08T18:55:00Z,normal,Bug,closed,13,207,3.3,2026-01-08T18:55:00Z,2026-01-08T18:55:00Z,2026-01-08T18:55:00Z
org_northstar_001,zendesk,zd_ticket_1360,tkt_001360,cus_00452,2026-01-08T10:04:00Z,normal,Login,closed,70,889,4.3,2026-01-08T10:04:00Z,2026-01-08T10:04:00Z,2026-01-08T10:04:00Z
org_northstar_001,zendesk,zd_ticket_1361,tkt_001361,cus_00345,2026-01-08T14:15:00Z,normal,Performance,closed,14,651,4.5,2026-01-08T14:15:00Z,2026-01-08T14:15:00Z,2026-01-08T14:15:00Z
org_northstar_001,zendesk,zd_ticket_1362,tkt_001362,cus_00123,2026-01-08T13:42:00Z,normal,Login,open,18,323,3.6,2026-01-08T13:42:00Z,2026-01-08T13:42:00Z,2026-01-08T13:42:00Z
org_northstar_001,zendesk,zd_ticket_1363,tkt_001363,cus_00268,2026-01-09T14:27:00Z,high,How-to,pending,40,240,4.7,2026-01-09T14:27:00Z,2026-01-09T14:27:00Z,2026-01-09T14:27:00Z
org_northstar_001,zendesk,zd_ticket_1364,tkt_001364,cus_00107,2026-01-09T19:55:00Z,urgent,Billing,closed,57,314,4.8,2026-01-09T19:55:00Z,2026-01-09T19:55:00Z,2026-01-09T19:55:00Z
org_northstar_001,zendesk,zd_ticket_1365,tkt_001365,cus_00004,2026-01-09T10:58:00Z,low,Login,open,25,350,3.4,2026-01-09T10:58:00Z,2026-01-09T10:58:00Z,2026-01-09T10:58:00Z
org_northstar_001,zendesk,zd_ticket_1366,tkt_001366,cus_00210,2026-01-10T15:54:00Z,high,Login,closed,57,399,4.4,2026-01-10T15:54:00Z,2026-01-10T15:54:00Z,2026-01-10T15:54:00Z
org_northstar_001,zendesk,zd_ticket_1367,tkt_001367,cus_00162,2026-01-10T08:57:00Z,low,Login,closed,15,432,3.9,2026-01-10T08:57:00Z,2026-01-10T08:57:00Z,2026-01-10T08:57:00Z
org_northstar_001,zendesk,zd_ticket_1368,tkt_001368,cus_00274,2026-01-11T12:21:00Z,low,Performance,solved,35,253,4.1,2026-01-11T12:21:00Z,2026-01-11T12:21:00Z,2026-01-11T12:21:00Z
org_northstar_001,zendesk,zd_ticket_1369,tkt_001369,cus_00436,2026-01-12T14:56:00Z,normal,Performance,solved,12,153,5,2026-01-12T14:56:00Z,2026-01-12T14:56:00Z,2026-01-12T14:56:00Z
org_northstar_001,zendesk,zd_ticket_1370,tkt_001370,cus_00385,2026-01-12T10:49:00Z,normal,Billing,solved,27,145,4.4,2026-01-12T10:49:00Z,2026-01-12T10:49:00Z,2026-01-12T10:49:00Z
org_northstar_001,zendesk,zd_ticket_1371,tkt_001371,cus_00333,2026-01-12T15:44:00Z,low,Billing,closed,46,181,4.2,2026-01-12T15:44:00Z,2026-01-12T15:44:00Z,2026-01-12T15:44:00Z
org_northstar_001,zendesk,zd_ticket_1372,tkt_001372,cus_00337,2026-01-12T14:54:00Z,normal,How-to,closed,59,146,3.8,2026-01-12T14:54:00Z,2026-01-12T14:54:00Z,2026-01-12T14:54:00Z
org_northstar_001,zendesk,zd_ticket_1373,tkt_001373,cus_00104,2026-01-12T16:00:00Z,normal,Billing,closed,7,308,4.8,2026-01-12T16:00:00Z,2026-01-12T16:00:00Z,2026-01-12T16:00:00Z
org_northstar_001,zendesk,zd_ticket_1374,tkt_001374,cus_00277,2026-01-13T11:07:00Z,normal,Bug,closed,11,109,4.7,2026-01-13T11:07:00Z,2026-01-13T11:07:00Z,2026-01-13T11:07:00Z
org_northstar_001,zendesk,zd_ticket_1375,tkt_001375,cus_00219,2026-01-13T12:33:00Z,normal,Billing,solved,42,403,4.0,2026-01-13T12:33:00Z,2026-01-13T12:33:00Z,2026-01-13T12:33:00Z
org_northstar_001,zendesk,zd_ticket_1376,tkt_001376,cus_00105,2026-01-13T17:22:00Z,normal,Billing,open,21,168,3.5,2026-01-13T17:22:00Z,2026-01-13T17:22:00Z,2026-01-13T17:22:00Z
org_northstar_001,zendesk,zd_ticket_1377,tkt_001377,cus_00185,2026-01-14T19:35:00Z,high,Integration,pending,27,305,3.9,2026-01-14T19:35:00Z,2026-01-14T19:35:00Z,2026-01-14T19:35:00Z
org_northstar_001,zendesk,zd_ticket_1378,tkt_001378,cus_00393,2026-01-14T11:27:00Z,normal,Performance,closed,22,361,5,2026-01-14T11:27:00Z,2026-01-14T11:27:00Z,2026-01-14T11:27:00Z
org_northstar_001,zendesk,zd_ticket_1379,tkt_001379,cus_00014,2026-01-14T17:27:00Z,low,How-to,pending,14,363,4.2,2026-01-14T17:27:00Z,2026-01-14T17:27:00Z,2026-01-14T17:27:00Z
org_northstar_001,zendesk,zd_ticket_1380,tkt_001380,cus_00200,2026-01-14T13:39:00Z,normal,Billing,closed,16,538,5,2026-01-14T13:39:00Z,2026-01-14T13:39:00Z,2026-01-14T13:39:00Z
org_northstar_001,zendesk,zd_ticket_1381,tkt_001381,cus_00306,2026-01-15T13:32:00Z,normal,Billing,closed,43,958,5,2026-01-15T13:32:00Z,2026-01-15T13:32:00Z,2026-01-15T13:32:00Z
org_northstar_001,zendesk,zd_ticket_1382,tkt_001382,cus_00089,2026-01-15T10:11:00Z,urgent,Bug,closed,35,201,3.1,2026-01-15T10:11:00Z,2026-01-15T10:11:00Z,2026-01-15T10:11:00Z
org_northstar_001,zendesk,zd_ticket_1383,tkt_001383,cus_00391,2026-01-15T17:22:00Z,high,How-to,closed,33,99,5,2026-01-15T17:22:00Z,2026-01-15T17:22:00Z,2026-01-15T17:22:00Z
org_northstar_001,zendesk,zd_ticket_1384,tkt_001384,cus_00061,2026-01-15T11:33:00Z,normal,Bug,solved,24,1144,4.1,2026-01-15T11:33:00Z,2026-01-15T11:33:00Z,2026-01-15T11:33:00Z
org_northstar_001,zendesk,zd_ticket_1385,tkt_001385,cus_00357,2026-01-15T16:14:00Z,low,Integration,pending,33,330,4.3,2026-01-15T16:14:00Z,2026-01-15T16:14:00Z,2026-01-15T16:14:00Z
org_northstar_001,zendesk,zd_ticket_1386,tkt_001386,cus_00461,2026-01-15T08:17:00Z,low,How-to,closed,50,235,2.7,2026-01-15T08:17:00Z,2026-01-15T08:17:00Z,2026-01-15T08:17:00Z
org_northstar_001,zendesk,zd_ticket_1387,tkt_001387,cus_00013,2026-01-16T17:03:00Z,normal,Integration,closed,12,434,5,2026-01-16T17:03:00Z,2026-01-16T17:03:00Z,2026-01-16T17:03:00Z
org_northstar_001,zendesk,zd_ticket_1388,tkt_001388,cus_00007,2026-01-16T18:57:00Z,normal,Login,closed,6,172,4.9,2026-01-16T18:57:00Z,2026-01-16T18:57:00Z,2026-01-16T18:57:00Z
org_northstar_001,zendesk,zd_ticket_1389,tkt_001389,cus_00314,2026-01-16T09:25:00Z,high,Performance,solved,19,1386,4.8,2026-01-16T09:25:00Z,2026-01-16T09:25:00Z,2026-01-16T09:25:00Z
org_northstar_001,zendesk,zd_ticket_1390,tkt_001390,cus_00109,2026-01-16T08:33:00Z,normal,Login,solved,66,527,4.4,2026-01-16T08:33:00Z,2026-01-16T08:33:00Z,2026-01-16T08:33:00Z
org_northstar_001,zendesk,zd_ticket_1391,tkt_001391,cus_00419,2026-01-16T18:44:00Z,normal,Bug,closed,16,184,5,2026-01-16T18:44:00Z,2026-01-16T18:44:00Z,2026-01-16T18:44:00Z
org_northstar_001,zendesk,zd_ticket_1392,tkt_001392,cus_00332,2026-01-17T10:27:00Z,normal,Bug,solved,13,403,4.3,2026-01-17T10:27:00Z,2026-01-17T10:27:00Z,2026-01-17T10:27:00Z
org_northstar_001,zendesk,zd_ticket_1393,tkt_001393,cus_00289,2026-01-18T14:52:00Z,low,How-to,open,17,447,4.3,2026-01-18T14:52:00Z,2026-01-18T14:52:00Z,2026-01-18T14:52:00Z
org_northstar_001,zendesk,zd_ticket_1394,tkt_001394,cus_00235,2026-01-18T19:29:00Z,urgent,Bug,solved,16,134,3.4,2026-01-18T19:29:00Z,2026-01-18T19:29:00Z,2026-01-18T19:29:00Z
org_northstar_001,zendesk,zd_ticket_1395,tkt_001395,cus_00290,2026-01-18T14:20:00Z,normal,Login,solved,47,413,4.9,2026-01-18T14:20:00Z,2026-01-18T14:20:00Z,2026-01-18T14:20:00Z
org_northstar_001,zendesk,zd_ticket_1396,tkt_001396,cus_00221,2026-01-19T12:10:00Z,high,How-to,closed,16,374,4.1,2026-01-19T12:10:00Z,2026-01-19T12:10:00Z,2026-01-19T12:10:00Z
org_northstar_001,zendesk,zd_ticket_1397,tkt_001397,cus_00004,2026-01-19T08:42:00Z,urgent,Billing,solved,77,369,3.5,2026-01-19T08:42:00Z,2026-01-19T08:42:00Z,2026-01-19T08:42:00Z
org_northstar_001,zendesk,zd_ticket_1398,tkt_001398,cus_00080,2026-01-19T16:22:00Z,normal,Bug,pending,27,630,4.0,2026-01-19T16:22:00Z,2026-01-19T16:22:00Z,2026-01-19T16:22:00Z
org_northstar_001,zendesk,zd_ticket_1399,tkt_001399,cus_00067,2026-01-19T16:57:00Z,low,How-to,solved,28,281,4.2,2026-01-19T16:57:00Z,2026-01-19T16:57:00Z,2026-01-19T16:57:00Z
org_northstar_001,zendesk,zd_ticket_1400,tkt_001400,cus_00132,2026-01-20T11:39:00Z,normal,Performance,open,13,411,5,2026-01-20T11:39:00Z,2026-01-20T11:39:00Z,2026-01-20T11:39:00Z
org_northstar_001,zendesk,zd_ticket_1401,tkt_001401,cus_00153,2026-01-20T12:26:00Z,normal,Login,solved,25,350,4.3,2026-01-20T12:26:00Z,2026-01-20T12:26:00Z,2026-01-20T12:26:00Z
org_northstar_001,zendesk,zd_ticket_1402,tkt_001402,cus_00297,2026-01-20T17:57:00Z,normal,Performance,closed,71,691,3.8,2026-01-20T17:57:00Z,2026-01-20T17:57:00Z,2026-01-20T17:57:00Z
org_northstar_001,zendesk,zd_ticket_1403,tkt_001403,cus_00148,2026-01-20T19:21:00Z,normal,Bug,solved,9,163,4.4,2026-01-20T19:21:00Z,2026-01-20T19:21:00Z,2026-01-20T19:21:00Z
org_northstar_001,zendesk,zd_ticket_1404,tkt_001404,cus_00448,2026-01-21T12:08:00Z,low,How-to,closed,20,284,4.7,2026-01-21T12:08:00Z,2026-01-21T12:08:00Z,2026-01-21T12:08:00Z
org_northstar_001,zendesk,zd_ticket_1405,tkt_001405,cus_00252,2026-01-21T15:32:00Z,urgent,How-to,solved,28,521,3.8,2026-01-21T15:32:00Z,2026-01-21T15:32:00Z,2026-01-21T15:32:00Z
org_northstar_001,zendesk,zd_ticket_1406,tkt_001406,cus_00052,2026-01-21T16:05:00Z,normal,Performance,closed,12,627,3.6,2026-01-21T16:05:00Z,2026-01-21T16:05:00Z,2026-01-21T16:05:00Z
org_northstar_001,zendesk,zd_ticket_1407,tkt_001407,cus_00395,2026-01-21T10:27:00Z,normal,Integration,closed,36,352,4.5,2026-01-21T10:27:00Z,2026-01-21T10:27:00Z,2026-01-21T10:27:00Z
org_northstar_001,zendesk,zd_ticket_1408,tkt_001408,cus_00381,2026-01-21T18:58:00Z,low,How-to,closed,56,320,4.3,2026-01-21T18:58:00Z,2026-01-21T18:58:00Z,2026-01-21T18:58:00Z
org_northstar_001,zendesk,zd_ticket_1409,tkt_001409,cus_00021,2026-01-21T13:28:00Z,high,Login,closed,8,400,5,2026-01-21T13:28:00Z,2026-01-21T13:28:00Z,2026-01-21T13:28:00Z
org_northstar_001,zendesk,zd_ticket_1410,tkt_001410,cus_00273,2026-01-21T09:25:00Z,low,Login,pending,22,190,5,2026-01-21T09:25:00Z,2026-01-21T09:25:00Z,2026-01-21T09:25:00Z
org_northstar_001,zendesk,zd_ticket_1411,tkt_001411,cus_00082,2026-01-21T18:39:00Z,low,Login,solved,9,246,2.5,2026-01-21T18:39:00Z,2026-01-21T18:39:00Z,2026-01-21T18:39:00Z
org_northstar_001,zendesk,zd_ticket_1412,tkt_001412,cus_00311,2026-01-22T17:58:00Z,normal,Bug,closed,32,381,4.6,2026-01-22T17:58:00Z,2026-01-22T17:58:00Z,2026-01-22T17:58:00Z
org_northstar_001,zendesk,zd_ticket_1413,tkt_001413,cus_00266,2026-01-22T13:13:00Z,low,Billing,solved,20,105,4.2,2026-01-22T13:13:00Z,2026-01-22T13:13:00Z,2026-01-22T13:13:00Z
org_northstar_001,zendesk,zd_ticket_1414,tkt_001414,cus_00138,2026-01-22T18:33:00Z,normal,Bug,closed,64,374,3.3,2026-01-22T18:33:00Z,2026-01-22T18:33:00Z,2026-01-22T18:33:00Z
org_northstar_001,zendesk,zd_ticket_1415,tkt_001415,cus_00318,2026-01-23T08:43:00Z,normal,Login,closed,19,172,3.4,2026-01-23T08:43:00Z,2026-01-23T08:43:00Z,2026-01-23T08:43:00Z
org_northstar_001,zendesk,zd_ticket_1416,tkt_001416,cus_00184,2026-01-23T13:51:00Z,normal,Login,closed,101,605,4.3,2026-01-23T13:51:00Z,2026-01-23T13:51:00Z,2026-01-23T13:51:00Z
org_northstar_001,zendesk,zd_ticket_1417,tkt_001417,cus_00178,2026-01-23T19:29:00Z,normal,Performance,closed,20,45,3.4,2026-01-23T19:29:00Z,2026-01-23T19:29:00Z,2026-01-23T19:29:00Z
org_northstar_001,zendesk,zd_ticket_1418,tkt_001418,cus_00416,2026-01-23T11:19:00Z,low,Billing,solved,44,298,4.2,2026-01-23T11:19:00Z,2026-01-23T11:19:00Z,2026-01-23T11:19:00Z
org_northstar_001,zendesk,zd_ticket_1419,tkt_001419,cus_00294,2026-01-23T15:56:00Z,high,Login,open,20,577,5,2026-01-23T15:56:00Z,2026-01-23T15:56:00Z,2026-01-23T15:56:00Z
org_northstar_001,zendesk,zd_ticket_1420,tkt_001420,cus_00429,2026-01-24T15:17:00Z,normal,Billing,open,55,748,4.7,2026-01-24T15:17:00Z,2026-01-24T15:17:00Z,2026-01-24T15:17:00Z
org_northstar_001,zendesk,zd_ticket_1421,tkt_001421,cus_00087,2026-01-25T18:42:00Z,normal,Performance,solved,79,133,4.1,2026-01-25T18:42:00Z,2026-01-25T18:42:00Z,2026-01-25T18:42:00Z
org_northstar_001,zendesk,zd_ticket_1422,tkt_001422,cus_00431,2026-01-25T09:16:00Z,normal,Billing,pending,52,570,4.4,2026-01-25T09:16:00Z,2026-01-25T09:16:00Z,2026-01-25T09:16:00Z
org_northstar_001,zendesk,zd_ticket_1423,tkt_001423,cus_00308,2026-01-25T13:48:00Z,normal,Performance,solved,31,627,5,2026-01-25T13:48:00Z,2026-01-25T13:48:00Z,2026-01-25T13:48:00Z
org_northstar_001,zendesk,zd_ticket_1424,tkt_001424,cus_00206,2026-01-26T12:16:00Z,high,Integration,solved,44,65,3.4,2026-01-26T12:16:00Z,2026-01-26T12:16:00Z,2026-01-26T12:16:00Z
org_northstar_001,zendesk,zd_ticket_1425,tkt_001425,cus_00194,2026-01-26T10:55:00Z,urgent,Bug,closed,64,426,3.9,2026-01-26T10:55:00Z,2026-01-26T10:55:00Z,2026-01-26T10:55:00Z
org_northstar_001,zendesk,zd_ticket_1426,tkt_001426,cus_00086,2026-01-26T08:32:00Z,normal,How-to,solved,101,1190,4.5,2026-01-26T08:32:00Z,2026-01-26T08:32:00Z,2026-01-26T08:32:00Z
org_northstar_001,zendesk,zd_ticket_1427,tkt_001427,cus_00056,2026-01-27T17:00:00Z,normal,Integration,closed,18,344,4.5,2026-01-27T17:00:00Z,2026-01-27T17:00:00Z,2026-01-27T17:00:00Z
org_northstar_001,zendesk,zd_ticket_1428,tkt_001428,cus_00092,2026-01-27T11:39:00Z,low,Login,solved,32,940,5,2026-01-27T11:39:00Z,2026-01-27T11:39:00Z,2026-01-27T11:39:00Z
org_northstar_001,zendesk,zd_ticket_1429,tkt_001429,cus_00237,2026-01-27T09:13:00Z,high,Bug,closed,34,164,4.3,2026-01-27T09:13:00Z,2026-01-27T09:13:00Z,2026-01-27T09:13:00Z
org_northstar_001,zendesk,zd_ticket_1430,tkt_001430,cus_00302,2026-01-27T13:01:00Z,normal,How-to,closed,27,458,3.2,2026-01-27T13:01:00Z,2026-01-27T13:01:00Z,2026-01-27T13:01:00Z
org_northstar_001,zendesk,zd_ticket_1431,tkt_001431,cus_00306,2026-01-27T15:40:00Z,high,How-to,pending,29,116,5,2026-01-27T15:40:00Z,2026-01-27T15:40:00Z,2026-01-27T15:40:00Z
org_northstar_001,zendesk,zd_ticket_1432,tkt_001432,cus_00186,2026-01-27T10:43:00Z,normal,Performance,closed,25,35,4.0,2026-01-27T10:43:00Z,2026-01-27T10:43:00Z,2026-01-27T10:43:00Z
org_northstar_001,zendesk,zd_ticket_1433,tkt_001433,cus_00326,2026-01-27T15:14:00Z,normal,Billing,closed,24,1352,4.1,2026-01-27T15:14:00Z,2026-01-27T15:14:00Z,2026-01-27T15:14:00Z
org_northstar_001,zendesk,zd_ticket_1434,tkt_001434,cus_00415,2026-01-28T16:50:00Z,high,Bug,closed,53,335,4.5,2026-01-28T16:50:00Z,2026-01-28T16:50:00Z,2026-01-28T16:50:00Z
org_northstar_001,zendesk,zd_ticket_1435,tkt_001435,cus_00434,2026-01-28T13:32:00Z,high,Billing,closed,26,347,5,2026-01-28T13:32:00Z,2026-01-28T13:32:00Z,2026-01-28T13:32:00Z
org_northstar_001,zendesk,zd_ticket_1436,tkt_001436,cus_00456,2026-01-28T18:16:00Z,normal,Login,solved,25,232,4.0,2026-01-28T18:16:00Z,2026-01-28T18:16:00Z,2026-01-28T18:16:00Z
org_northstar_001,zendesk,zd_ticket_1437,tkt_001437,cus_00245,2026-01-28T12:05:00Z,normal,How-to,closed,14,180,3.8,2026-01-28T12:05:00Z,2026-01-28T12:05:00Z,2026-01-28T12:05:00Z
org_northstar_001,zendesk,zd_ticket_1438,tkt_001438,cus_00136,2026-01-29T11:47:00Z,low,Bug,solved,18,168,4.2,2026-01-29T11:47:00Z,2026-01-29T11:47:00Z,2026-01-29T11:47:00Z
org_northstar_001,zendesk,zd_ticket_1439,tkt_001439,cus_00062,2026-01-29T19:15:00Z,normal,Billing,solved,30,528,4.1,2026-01-29T19:15:00Z,2026-01-29T19:15:00Z,2026-01-29T19:15:00Z
org_northstar_001,zendesk,zd_ticket_1440,tkt_001440,cus_00067,2026-01-29T19:52:00Z,normal,How-to,closed,50,581,4.2,2026-01-29T19:52:00Z,2026-01-29T19:52:00Z,2026-01-29T19:52:00Z
org_northstar_001,zendesk,zd_ticket_1441,tkt_001441,cus_00366,2026-01-29T08:20:00Z,low,Integration,closed,25,283,4.1,2026-01-29T08:20:00Z,2026-01-29T08:20:00Z,2026-01-29T08:20:00Z
org_northstar_001,zendesk,zd_ticket_1442,tkt_001442,cus_00115,2026-01-29T16:14:00Z,normal,Bug,solved,36,454,3.8,2026-01-29T16:14:00Z,2026-01-29T16:14:00Z,2026-01-29T16:14:00Z
org_northstar_001,zendesk,zd_ticket_1443,tkt_001443,cus_00303,2026-01-29T08:50:00Z,normal,Integration,solved,16,337,3.9,2026-01-29T08:50:00Z,2026-01-29T08:50:00Z,2026-01-29T08:50:00Z
org_northstar_001,zendesk,zd_ticket_1444,tkt_001444,cus_00459,2026-01-30T09:13:00Z,normal,Integration,closed,40,167,4.1,2026-01-30T09:13:00Z,2026-01-30T09:13:00Z,2026-01-30T09:13:00Z
org_northstar_001,zendesk,zd_ticket_1445,tkt_001445,cus_00079,2026-01-30T13:13:00Z,low,Billing,closed,24,172,4.7,2026-01-30T13:13:00Z,2026-01-30T13:13:00Z,2026-01-30T13:13:00Z
org_northstar_001,zendesk,zd_ticket_1446,tkt_001446,cus_00259,2026-01-30T17:21:00Z,normal,How-to,open,70,293,4.5,2026-01-30T17:21:00Z,2026-01-30T17:21:00Z,2026-01-30T17:21:00Z
org_northstar_001,zendesk,zd_ticket_1447,tkt_001447,cus_00210,2026-01-30T14:22:00Z,low,Integration,closed,66,646,3.9,2026-01-30T14:22:00Z,2026-01-30T14:22:00Z,2026-01-30T14:22:00Z
org_northstar_001,zendesk,zd_ticket_1448,tkt_001448,cus_00212,2026-01-30T14:34:00Z,high,Performance,closed,13,229,4.8,2026-01-30T14:34:00Z,2026-01-30T14:34:00Z,2026-01-30T14:34:00Z
org_northstar_001,zendesk,zd_ticket_1449,tkt_001449,cus_00222,2026-01-31T14:10:00Z,normal,Integration,solved,89,281,3.9,2026-01-31T14:10:00Z,2026-01-31T14:10:00Z,2026-01-31T14:10:00Z
org_northstar_001,zendesk,zd_ticket_1450,tkt_001450,cus_00410,2026-01-31T13:03:00Z,high,Integration,closed,48,240,4.1,2026-01-31T13:03:00Z,2026-01-31T13:03:00Z,2026-01-31T13:03:00Z
org_northstar_001,zendesk,zd_ticket_1451,tkt_001451,cus_00193,2026-01-31T18:35:00Z,urgent,Bug,closed,15,1012,4.3,2026-01-31T18:35:00Z,2026-01-31T18:35:00Z,2026-01-31T18:35:00Z
org_northstar_001,zendesk,zd_ticket_1452,tkt_001452,cus_00035,2026-02-01T08:32:00Z,normal,How-to,closed,25,508,4.5,2026-02-01T08:32:00Z,2026-02-01T08:32:00Z,2026-02-01T08:32:00Z
org_northstar_001,zendesk,zd_ticket_1453,tkt_001453,cus_00281,2026-02-02T14:35:00Z,low,How-to,closed,24,248,4.8,2026-02-02T14:35:00Z,2026-02-02T14:35:00Z,2026-02-02T14:35:00Z
org_northstar_001,zendesk,zd_ticket_1454,tkt_001454,cus_00093,2026-02-02T14:00:00Z,high,Login,closed,12,244,4.6,2026-02-02T14:00:00Z,2026-02-02T14:00:00Z,2026-02-02T14:00:00Z
org_northstar_001,zendesk,zd_ticket_1455,tkt_001455,cus_00438,2026-02-02T15:01:00Z,high,Integration,closed,43,170,5,2026-02-02T15:01:00Z,2026-02-02T15:01:00Z,2026-02-02T15:01:00Z
org_northstar_001,zendesk,zd_ticket_1456,tkt_001456,cus_00203,2026-02-02T17:20:00Z,high,Performance,closed,48,244,4.4,2026-02-02T17:20:00Z,2026-02-02T17:20:00Z,2026-02-02T17:20:00Z
org_northstar_001,zendesk,zd_ticket_1457,tkt_001457,cus_00203,2026-02-02T12:44:00Z,urgent,How-to,solved,58,726,4.5,2026-02-02T12:44:00Z,2026-02-02T12:44:00Z,2026-02-02T12:44:00Z
